customer_id,signup_date,plan,acquisition_channel,region,company_size,annual_contract,first_30_logins,key_feature_events_30,support_tickets_30,payment_failures_30,onboarding_score_30,duration_days_since_signup,churn_observed,study_end_date
R00660,2024-10-27,Starter,Paid Search,APAC,51-200,0,3,5,1,0,36.4,76,1,2025-06-30
R00661,2024-01-08,Growth,Partner,Europe,1-10,0,11,4,0,0,60.9,479,1,2025-06-30
R00662,2024-11-09,Scale,Partner,North America,201+,0,12,8,1,0,85.7,200,1,2025-06-30
R00663,2024-12-16,Starter,Paid Search,North America,201+,0,5,1,1,0,29.6,80,1,2025-06-30
R00664,2024-05-28,Starter,Organic,APAC,51-200,0,4,2,1,0,42.8,398,0,2025-06-30
R00665,2024-06-29,Scale,Organic,Europe,11-50,1,14,6,0,0,95.3,366,0,2025-06-30
R00666,2024-03-08,Growth,Outbound,North America,1-10,1,9,5,0,0,70.7,479,0,2025-06-30
R00667,2024-02-16,Starter,Paid Search,Europe,11-50,0,9,5,1,0,57.4,500,0,2025-06-30
R00668,2024-10-27,Starter,Paid Search,LATAM,11-50,0,1,0,0,0,30.3,74,1,2025-06-30
R00669,2024-12-21,Growth,Partner,APAC,11-50,0,11,3,1,0,67.0,38,1,2025-06-30
R00670,2024-02-11,Starter,Organic,North America,11-50,0,8,2,3,0,45.2,157,1,2025-06-30
R00671,2024-07-19,Starter,Organic,North America,51-200,0,6,4,3,1,36.9,7,1,2025-06-30
R00672,2024-09-10,Starter,Organic,North America,1-10,0,5,0,2,0,37.3,81,1,2025-06-30
R00673,2024-08-27,Starter,Organic,North America,11-50,0,7,4,1,0,63.5,307,0,2025-06-30
R00674,2024-03-31,Starter,Organic,APAC,11-50,0,8,4,0,0,61.4,456,0,2025-06-30
R00675,2024-11-11,Growth,Outbound,North America,11-50,0,8,3,0,1,58.4,231,0,2025-06-30
R00676,2024-05-26,Starter,Organic,North America,51-200,0,6,3,1,1,55.4,165,1,2025-06-30
R00677,2024-10-11,Growth,Paid Search,APAC,11-50,0,7,4,4,0,22.1,27,1,2025-06-30
R00678,2024-04-16,Starter,Outbound,APAC,11-50,1,5,2,2,1,29.1,127,1,2025-06-30
R00679,2024-02-13,Starter,Organic,Europe,51-200,0,6,3,2,0,61.8,204,1,2025-06-30
R00680,2024-01-19,Growth,Outbound,Europe,51-200,0,9,2,0,0,60.2,153,1,2025-06-30
R00681,2024-05-13,Starter,Partner,APAC,1-10,0,4,1,2,0,36.1,413,0,2025-06-30
R00682,2024-09-20,Growth,Paid Search,North America,51-200,0,15,6,0,0,83.4,283,0,2025-06-30
R00683,2024-06-26,Starter,Paid Search,North America,1-10,0,4,2,1,0,45.3,333,1,2025-06-30
R00684,2024-04-01,Scale,Paid Search,Europe,51-200,1,12,3,1,1,56.5,455,0,2025-06-30
R00685,2024-01-04,Starter,Outbound,North America,1-10,0,6,2,0,0,65.1,39,1,2025-06-30
R00686,2024-01-29,Starter,Organic,LATAM,11-50,0,7,3,5,0,42.7,38,1,2025-06-30
R00687,2024-02-14,Starter,Outbound,North America,201+,0,6,5,0,0,57.7,300,1,2025-06-30
R00688,2024-09-15,Growth,Organic,North America,1-10,0,7,5,0,0,65.5,136,1,2025-06-30
R00689,2024-01-14,Scale,Organic,LATAM,1-10,1,12,4,0,0,89.8,226,1,2025-06-30
R00690,2024-10-07,Starter,Partner,North America,1-10,1,7,1,3,0,46.4,266,0,2025-06-30
R00691,2024-05-19,Growth,Outbound,Europe,11-50,0,10,5,2,0,53.5,369,1,2025-06-30
R00692,2024-07-14,Growth,Outbound,APAC,1-10,0,5,4,1,0,52.5,279,1,2025-06-30
R00693,2024-11-02,Growth,Partner,LATAM,11-50,1,2,1,0,0,50.2,240,0,2025-06-30
R00694,2024-08-25,Starter,Organic,North America,51-200,0,6,3,2,0,60.1,261,1,2025-06-30
R00695,2024-08-15,Growth,Paid Search,North America,201+,0,9,3,1,0,73.6,319,0,2025-06-30
R00696,2024-04-04,Starter,Partner,North America,1-10,1,9,8,3,0,70.5,452,0,2025-06-30
R00697,2024-06-29,Starter,Organic,Europe,1-10,0,13,2,2,0,61.1,366,0,2025-06-30
R00698,2024-09-09,Starter,Outbound,North America,1-10,0,3,0,1,0,42.3,78,1,2025-06-30
R00699,2024-11-17,Growth,Paid Search,North America,1-10,0,12,6,1,1,61.7,58,1,2025-06-30
R00700,2024-08-31,Growth,Paid Search,North America,1-10,0,5,1,1,0,50.1,120,1,2025-06-30
R00701,2024-12-04,Starter,Organic,North America,11-50,0,6,1,2,0,36.5,65,1,2025-06-30
R00702,2024-11-16,Starter,Organic,Europe,51-200,0,7,4,2,0,51.3,89,1,2025-06-30
R00703,2024-11-14,Growth,Paid Search,Europe,11-50,0,10,2,3,0,34.8,202,1,2025-06-30
R00704,2024-05-30,Starter,Organic,Europe,11-50,0,5,4,1,0,50.0,200,1,2025-06-30
R00705,2024-04-22,Starter,Partner,North America,1-10,0,7,1,1,0,64.4,434,0,2025-06-30
R00706,2024-10-20,Starter,Partner,North America,1-10,0,3,1,1,1,27.7,39,1,2025-06-30
R00707,2024-04-23,Starter,Organic,Europe,11-50,0,6,3,4,0,31.0,42,1,2025-06-30
R00708,2024-06-08,Growth,Paid Search,Europe,11-50,0,6,0,0,0,36.1,150,1,2025-06-30
R00709,2024-03-19,Growth,Paid Search,Europe,1-10,0,4,3,0,0,51.5,468,0,2025-06-30
R00710,2024-02-27,Starter,Partner,LATAM,1-10,0,3,5,2,0,52.3,36,1,2025-06-30
R00711,2024-08-20,Starter,Organic,North America,11-50,0,4,1,1,0,36.4,185,1,2025-06-30
R00712,2024-08-10,Starter,Organic,APAC,1-10,0,3,0,3,0,18.4,109,1,2025-06-30
R00713,2024-10-19,Starter,Paid Search,Europe,1-10,0,4,0,2,0,21.3,37,1,2025-06-30
R00714,2024-08-19,Scale,Partner,Europe,51-200,1,16,10,1,0,100.0,315,0,2025-06-30
R00715,2024-07-18,Starter,Organic,Europe,11-50,0,6,3,0,0,80.1,88,1,2025-06-30
R00716,2024-12-07,Growth,Paid Search,North America,11-50,0,11,3,2,1,39.9,191,1,2025-06-30
R00717,2024-05-12,Starter,Paid Search,APAC,51-200,0,7,1,2,0,39.2,45,1,2025-06-30
R00718,2024-05-07,Scale,Paid Search,LATAM,11-50,0,9,6,1,0,64.1,419,0,2025-06-30
R00719,2024-11-09,Growth,Paid Search,APAC,11-50,1,12,3,1,0,62.9,4,1,2025-06-30
R00720,2024-11-25,Starter,Partner,North America,1-10,0,4,1,1,0,35.6,217,0,2025-06-30
R00721,2024-02-18,Growth,Outbound,APAC,51-200,0,8,4,1,0,50.3,298,1,2025-06-30
R00722,2024-06-06,Starter,Outbound,North America,201+,0,4,1,2,0,45.5,389,0,2025-06-30
R00723,2024-06-10,Scale,Paid Search,LATAM,1-10,0,10,4,2,0,42.7,143,1,2025-06-30
R00724,2024-09-17,Starter,Outbound,North America,51-200,0,6,5,0,0,58.5,286,0,2025-06-30
R00725,2024-08-30,Scale,Paid Search,North America,1-10,0,15,8,1,0,85.7,304,0,2025-06-30
R00726,2024-02-06,Scale,Partner,Europe,201+,1,9,3,1,0,62.7,510,0,2025-06-30
R00727,2024-11-13,Starter,Organic,APAC,1-10,0,6,1,2,0,48.2,72,1,2025-06-30
R00728,2024-12-18,Scale,Organic,Europe,51-200,0,8,4,1,0,63.9,8,1,2025-06-30
R00729,2024-01-12,Growth,Outbound,North America,1-10,0,6,4,1,0,67.2,535,0,2025-06-30
R00730,2024-05-12,Growth,Outbound,LATAM,1-10,0,15,4,0,0,63.5,92,1,2025-06-30
R00731,2024-02-12,Growth,Outbound,Europe,11-50,0,15,5,0,0,69.6,504,0,2025-06-30
R00732,2024-07-16,Starter,Organic,Europe,1-10,0,11,3,3,0,55.9,64,1,2025-06-30
R00733,2024-09-23,Starter,Outbound,North America,1-10,0,5,2,0,1,37.1,280,0,2025-06-30
R00734,2024-03-08,Growth,Organic,Europe,11-50,1,14,1,1,0,78.5,479,0,2025-06-30
R00735,2024-11-21,Starter,Organic,LATAM,1-10,0,6,5,3,0,41.8,84,1,2025-06-30
R00736,2024-12-11,Growth,Organic,North America,1-10,0,14,2,0,0,83.4,201,0,2025-06-30
R00737,2024-12-29,Growth,Paid Search,North America,11-50,1,15,3,1,0,85.3,183,0,2025-06-30
R00738,2024-09-16,Starter,Organic,North America,1-10,1,5,3,5,0,44.1,287,0,2025-06-30
R00739,2024-01-12,Growth,Partner,LATAM,51-200,0,6,0,5,0,14.4,8,1,2025-06-30
R00740,2024-09-01,Starter,Organic,Europe,11-50,0,8,1,1,0,61.5,299,1,2025-06-30
R00741,2024-05-20,Starter,Organic,Europe,11-50,1,9,2,2,0,57.2,406,0,2025-06-30
R00742,2024-06-19,Starter,Outbound,APAC,11-50,0,2,1,0,0,35.6,200,1,2025-06-30
R00743,2024-12-19,Growth,Paid Search,APAC,11-50,1,12,4,0,0,78.3,193,0,2025-06-30
R00744,2024-04-14,Starter,Organic,APAC,1-10,0,6,2,1,0,44.7,404,1,2025-06-30
R00745,2024-07-29,Starter,Organic,North America,1-10,1,16,5,1,0,93.5,336,0,2025-06-30
R00746,2024-02-16,Growth,Outbound,LATAM,1-10,0,10,2,0,0,61.9,500,0,2025-06-30
R00747,2024-08-07,Scale,Outbound,APAC,11-50,0,8,2,1,0,42.0,236,1,2025-06-30
R00748,2024-12-12,Starter,Organic,North America,51-200,0,3,0,0,0,37.5,200,0,2025-06-30
R00749,2024-11-05,Growth,Paid Search,APAC,1-10,0,4,4,1,0,60.6,230,1,2025-06-30
R00750,2024-03-04,Growth,Organic,North America,51-200,0,6,2,2,0,48.5,145,1,2025-06-30
R00751,2024-12-11,Starter,Organic,Europe,11-50,0,12,2,2,0,48.0,201,0,2025-06-30
R00752,2024-07-16,Starter,Organic,North America,11-50,0,8,5,0,0,56.0,265,1,2025-06-30
R00753,2024-10-22,Scale,Partner,LATAM,1-10,1,15,6,2,0,79.5,251,0,2025-06-30
R00754,2024-03-07,Growth,Paid Search,North America,11-50,0,9,6,0,0,62.9,480,0,2025-06-30
R00755,2024-08-05,Growth,Organic,Europe,11-50,0,9,2,0,0,58.6,329,0,2025-06-30
R00756,2024-01-04,Growth,Outbound,Europe,11-50,0,9,1,0,0,54.6,29,1,2025-06-30
R00757,2024-12-03,Scale,Organic,North America,1-10,1,9,2,1,0,74.0,209,0,2025-06-30
R00758,2024-12-05,Starter,Partner,Europe,11-50,1,5,5,4,0,28.0,174,1,2025-06-30
R00759,2024-07-12,Growth,Outbound,North America,1-10,0,6,5,1,0,63.1,75,1,2025-06-30
R00760,2024-12-19,Growth,Organic,North America,51-200,1,5,3,0,0,66.5,193,0,2025-06-30
R00761,2024-09-20,Starter,Organic,Europe,1-10,0,5,3,0,0,60.2,283,0,2025-06-30
R00762,2024-03-16,Scale,Paid Search,APAC,1-10,1,10,5,1,0,60.1,471,0,2025-06-30
R00763,2024-08-02,Starter,Paid Search,North America,11-50,0,2,0,1,0,23.0,257,1,2025-06-30
R00764,2024-06-07,Starter,Partner,Europe,51-200,0,6,3,1,1,44.7,97,1,2025-06-30
R00765,2024-01-31,Starter,Partner,LATAM,51-200,0,6,6,0,0,77.6,516,0,2025-06-30
R00766,2024-04-20,Starter,Paid Search,North America,11-50,0,2,0,2,0,24.9,75,1,2025-06-30
R00767,2024-01-14,Growth,Paid Search,North America,11-50,1,9,4,1,1,50.9,533,0,2025-06-30
R00768,2024-05-30,Starter,Paid Search,North America,51-200,0,5,2,1,0,37.5,132,1,2025-06-30
R00769,2024-10-26,Growth,Paid Search,APAC,201+,0,6,3,1,0,45.2,247,0,2025-06-30
R00770,2024-08-13,Growth,Outbound,North America,201+,0,10,3,0,0,62.5,321,0,2025-06-30
R00771,2024-03-30,Starter,Organic,North America,1-10,0,8,4,3,0,41.0,457,0,2025-06-30
R00772,2024-10-08,Starter,Organic,Europe,11-50,0,9,2,0,0,51.8,265,0,2025-06-30
R00773,2024-01-20,Starter,Paid Search,LATAM,11-50,1,8,2,1,0,61.0,168,1,2025-06-30
R00774,2024-08-25,Starter,Organic,North America,201+,0,6,1,1,0,39.5,269,1,2025-06-30
R00775,2024-02-26,Starter,Paid Search,APAC,1-10,0,5,1,3,0,30.0,122,1,2025-06-30
R00776,2024-01-21,Starter,Outbound,North America,11-50,0,4,1,1,0,67.0,17,1,2025-06-30
R00777,2024-03-15,Growth,Organic,Europe,1-10,0,10,3,0,0,59.7,472,0,2025-06-30
R00778,2024-12-04,Starter,Organic,APAC,1-10,0,7,2,1,0,50.3,162,1,2025-06-30
R00779,2024-11-14,Starter,Outbound,North America,1-10,0,6,5,2,0,51.6,228,0,2025-06-30
R00780,2024-08-02,Starter,Partner,Europe,201+,0,6,0,1,0,49.4,67,1,2025-06-30
R00781,2024-01-26,Starter,Partner,Europe,11-50,0,4,2,2,0,50.0,390,1,2025-06-30
R00782,2024-11-23,Growth,Outbound,APAC,11-50,0,13,3,1,0,72.9,219,0,2025-06-30
R00783,2024-02-27,Starter,Outbound,APAC,11-50,0,0,1,3,1,11.0,93,1,2025-06-30
R00784,2024-11-06,Scale,Organic,APAC,1-10,0,17,7,0,0,99.5,236,0,2025-06-30
R00785,2024-09-03,Starter,Paid Search,APAC,1-10,0,1,1,2,0,23.4,84,1,2025-06-30
R00786,2024-05-05,Starter,Paid Search,North America,1-10,0,6,2,1,0,48.1,109,1,2025-06-30
R00787,2024-10-21,Starter,Partner,LATAM,11-50,0,2,1,3,0,12.4,252,0,2025-06-30
R00788,2024-01-30,Growth,Organic,LATAM,1-10,0,11,6,1,0,57.3,517,0,2025-06-30
R00789,2024-12-04,Scale,Paid Search,LATAM,11-50,0,10,3,1,0,52.1,160,1,2025-06-30
R00790,2024-07-14,Growth,Organic,APAC,1-10,1,7,1,1,0,51.6,351,0,2025-06-30
R00791,2024-06-22,Starter,Partner,North America,1-10,1,8,6,2,2,43.3,224,1,2025-06-30
R00792,2024-09-11,Growth,Outbound,APAC,11-50,0,6,2,1,0,51.9,292,0,2025-06-30
R00793,2024-10-22,Starter,Organic,LATAM,51-200,1,8,4,2,1,52.0,142,1,2025-06-30
R00794,2024-12-25,Starter,Outbound,North America,201+,0,5,1,2,0,43.2,59,1,2025-06-30
R00795,2024-11-11,Growth,Outbound,Europe,11-50,0,10,3,0,0,57.3,231,0,2025-06-30
R00796,2024-12-29,Starter,Paid Search,APAC,11-50,0,3,1,0,0,40.3,183,0,2025-06-30
R00797,2024-07-08,Starter,Paid Search,North America,1-10,0,4,2,1,0,39.9,122,1,2025-06-30
R00798,2024-11-30,Starter,Outbound,Europe,11-50,0,7,4,2,1,53.6,50,1,2025-06-30
R00799,2024-11-26,Growth,Outbound,Europe,11-50,1,6,3,1,0,56.6,216,0,2025-06-30
R00800,2024-09-09,Starter,Partner,Europe,11-50,0,4,1,2,0,28.2,146,1,2025-06-30
R00801,2024-03-01,Scale,Paid Search,North America,1-10,0,11,6,0,0,85.7,486,0,2025-06-30
R00802,2024-02-21,Starter,Organic,North America,51-200,1,14,5,1,0,99.8,298,1,2025-06-30
R00803,2024-03-30,Starter,Organic,APAC,11-50,0,7,5,0,0,66.7,457,0,2025-06-30
R00804,2024-01-27,Starter,Paid Search,Europe,11-50,0,4,1,2,0,45.2,165,1,2025-06-30
R00805,2024-10-12,Growth,Paid Search,Europe,1-10,0,4,1,1,0,37.5,261,0,2025-06-30
R00806,2024-09-15,Starter,Paid Search,Europe,1-10,0,9,3,1,0,63.1,135,1,2025-06-30
R00807,2024-02-04,Scale,Organic,LATAM,1-10,0,10,3,1,0,74.8,48,1,2025-06-30
R00808,2024-05-28,Growth,Paid Search,APAC,11-50,0,5,0,1,0,40.3,63,1,2025-06-30
R00809,2024-01-07,Growth,Partner,Europe,11-50,0,9,1,0,0,61.9,23,1,2025-06-30
R00810,2024-08-29,Growth,Organic,LATAM,1-10,1,11,6,2,1,64.7,106,1,2025-06-30
R00811,2024-10-14,Starter,Paid Search,North America,11-50,0,2,4,3,0,49.3,259,0,2025-06-30
R00812,2024-01-19,Starter,Paid Search,Europe,1-10,0,3,1,1,0,63.7,528,0,2025-06-30
R00813,2024-04-23,Starter,Paid Search,Europe,1-10,0,1,0,2,0,20.8,158,1,2025-06-30
R00814,2024-01-25,Starter,Paid Search,North America,1-10,0,4,3,1,0,44.8,312,1,2025-06-30
R00815,2024-07-27,Scale,Organic,LATAM,11-50,0,14,5,2,0,64.4,338,0,2025-06-30
R00816,2024-10-14,Scale,Organic,North America,11-50,1,8,6,1,0,68.6,259,0,2025-06-30
R00817,2024-04-13,Growth,Organic,LATAM,1-10,0,7,0,0,0,47.8,182,1,2025-06-30
R00818,2024-12-25,Starter,Paid Search,Europe,1-10,0,1,3,1,0,47.1,94,1,2025-06-30
R00819,2024-06-03,Growth,Paid Search,North America,1-10,0,10,5,2,0,70.8,392,0,2025-06-30
R00820,2024-12-23,Starter,Partner,North America,11-50,1,3,0,2,0,28.7,40,1,2025-06-30
R00821,2024-10-17,Growth,Organic,North America,11-50,0,6,4,0,0,53.5,256,0,2025-06-30
R00822,2024-09-06,Scale,Outbound,Europe,51-200,1,9,6,0,0,92.0,297,0,2025-06-30
R00823,2024-01-13,Starter,Paid Search,North America,11-50,0,4,4,1,1,32.9,211,1,2025-06-30
R00824,2024-10-14,Scale,Paid Search,LATAM,1-10,0,6,10,1,1,58.1,259,0,2025-06-30
R00825,2024-09-14,Scale,Organic,North America,1-10,0,8,2,0,0,46.5,289,0,2025-06-30
R00826,2024-08-20,Starter,Paid Search,LATAM,1-10,0,4,1,3,1,13.3,58,1,2025-06-30
R00827,2024-03-13,Starter,Organic,APAC,1-10,0,7,3,2,0,39.4,59,1,2025-06-30
R00828,2024-04-20,Starter,Paid Search,Europe,1-10,0,1,3,2,0,27.1,264,1,2025-06-30
R00829,2024-06-03,Scale,Partner,North America,11-50,0,7,7,1,0,68.9,392,0,2025-06-30
R00830,2024-06-27,Starter,Paid Search,Europe,11-50,0,8,5,2,0,61.9,91,1,2025-06-30
R00831,2024-04-12,Growth,Organic,North America,11-50,0,13,8,1,0,70.7,444,0,2025-06-30
R00832,2024-01-14,Growth,Organic,North America,11-50,0,10,0,1,0,49.0,276,1,2025-06-30
R00833,2024-11-16,Starter,Paid Search,North America,11-50,0,4,4,1,1,49.3,136,1,2025-06-30
R00834,2024-09-15,Growth,Partner,Europe,51-200,0,11,3,1,0,71.0,12,1,2025-06-30
R00835,2024-02-15,Growth,Outbound,LATAM,1-10,0,8,4,0,0,81.6,44,1,2025-06-30
R00836,2024-10-09,Growth,Partner,LATAM,1-10,0,9,4,3,0,54.2,264,0,2025-06-30
R00837,2024-10-21,Growth,Organic,North America,11-50,0,10,0,0,0,65.0,149,1,2025-06-30
R00838,2024-07-01,Scale,Partner,APAC,51-200,0,9,1,1,0,62.9,214,1,2025-06-30
R00839,2024-04-05,Growth,Organic,Europe,11-50,1,9,2,1,0,61.5,243,1,2025-06-30
R00840,2024-05-30,Starter,Organic,North America,11-50,0,9,3,1,1,44.9,164,1,2025-06-30
R00841,2024-01-30,Growth,Paid Search,Europe,11-50,0,7,1,0,1,59.8,385,1,2025-06-30
R00842,2024-09-22,Starter,Paid Search,Europe,11-50,0,5,2,2,0,48.8,110,1,2025-06-30
R00843,2024-05-04,Starter,Organic,LATAM,1-10,0,5,1,3,0,26.3,42,1,2025-06-30
R00844,2024-07-19,Starter,Paid Search,APAC,1-10,1,8,1,2,0,54.5,346,0,2025-06-30
R00845,2024-01-13,Growth,Outbound,Europe,1-10,0,4,3,1,0,46.6,534,0,2025-06-30
R00846,2024-09-22,Growth,Partner,Europe,11-50,1,13,3,1,0,78.4,281,0,2025-06-30
R00847,2024-05-10,Growth,Organic,North America,1-10,0,18,3,2,0,55.1,228,1,2025-06-30
R00848,2024-10-12,Growth,Paid Search,North America,11-50,0,4,1,1,0,32.3,261,0,2025-06-30
R00849,2024-03-11,Growth,Paid Search,Europe,1-10,0,8,5,1,0,60.9,160,1,2025-06-30
R00850,2024-10-24,Growth,Paid Search,LATAM,11-50,0,9,1,0,1,47.4,100,1,2025-06-30
R00851,2024-08-16,Growth,Partner,Europe,1-10,0,5,4,0,1,66.6,318,0,2025-06-30
R00852,2024-07-12,Growth,Organic,Europe,51-200,0,6,4,0,0,53.8,143,1,2025-06-30
R00853,2024-03-29,Growth,Paid Search,APAC,1-10,0,8,0,1,0,44.6,458,0,2025-06-30
R00854,2024-11-29,Scale,Partner,North America,1-10,0,8,2,1,0,61.7,213,0,2025-06-30
R00855,2024-10-03,Growth,Organic,North America,51-200,0,7,3,1,0,56.8,270,0,2025-06-30
R00856,2024-07-23,Starter,Outbound,North America,11-50,0,3,1,2,0,23.5,100,1,2025-06-30
R00857,2024-11-02,Growth,Paid Search,North America,11-50,1,14,7,0,0,86.4,240,0,2025-06-30
R00858,2024-06-02,Starter,Paid Search,APAC,11-50,1,8,4,2,0,60.4,83,1,2025-06-30
R00859,2024-05-30,Starter,Partner,North America,11-50,1,3,2,1,0,40.3,71,1,2025-06-30
R00860,2024-10-03,Scale,Paid Search,Europe,1-10,0,9,8,1,0,75.8,270,0,2025-06-30
R00861,2024-05-31,Starter,Partner,North America,1-10,0,9,3,0,0,65.1,395,0,2025-06-30
R00862,2024-12-15,Starter,Partner,North America,1-10,0,6,3,2,0,64.6,197,0,2025-06-30
R00863,2024-02-10,Growth,Organic,North America,51-200,1,11,4,1,0,66.9,424,1,2025-06-30
R00864,2024-09-24,Growth,Organic,Europe,1-10,0,10,4,0,1,63.9,279,0,2025-06-30
R00865,2024-10-12,Starter,Partner,North America,11-50,0,6,4,1,0,61.9,127,1,2025-06-30
R00866,2024-08-16,Starter,Outbound,LATAM,1-10,0,3,1,1,0,30.5,129,1,2025-06-30
R00867,2024-02-21,Starter,Organic,North America,1-10,0,9,3,1,0,50.4,246,1,2025-06-30
R00868,2024-06-26,Growth,Partner,Europe,1-10,1,12,5,0,0,78.9,369,0,2025-06-30
R00869,2024-10-08,Growth,Outbound,North America,51-200,0,8,1,0,0,46.1,81,1,2025-06-30
R00870,2024-12-09,Growth,Partner,Europe,201+,0,15,5,2,1,66.6,203,0,2025-06-30
R00871,2024-11-12,Scale,Outbound,North America,1-10,1,10,5,0,1,69.0,230,0,2025-06-30
R00872,2024-10-12,Starter,Partner,Europe,11-50,0,8,1,1,0,50.7,27,1,2025-06-30
R00873,2024-09-20,Scale,Partner,APAC,201+,1,11,6,1,0,76.2,283,0,2025-06-30
R00874,2024-06-06,Starter,Outbound,Europe,51-200,0,6,5,4,0,54.9,312,1,2025-06-30
R00875,2024-07-21,Scale,Organic,Europe,51-200,0,9,4,0,1,57.2,344,0,2025-06-30
R00876,2024-11-22,Growth,Organic,North America,1-10,0,12,5,1,0,64.9,220,0,2025-06-30
R00877,2024-08-16,Starter,Paid Search,Europe,51-200,0,5,2,3,1,29.7,61,1,2025-06-30
R00878,2024-03-30,Growth,Outbound,Europe,11-50,0,2,2,1,0,22.5,128,1,2025-06-30
R00879,2024-03-30,Growth,Paid Search,LATAM,1-10,0,8,3,1,0,63.4,326,1,2025-06-30
R00880,2024-12-09,Growth,Paid Search,North America,1-10,0,11,4,1,1,59.6,203,0,2025-06-30
R00881,2024-08-10,Growth,Paid Search,Europe,51-200,0,5,2,0,0,43.9,324,0,2025-06-30
R00882,2024-03-10,Starter,Organic,LATAM,11-50,1,8,2,1,0,68.8,157,1,2025-06-30
R00883,2024-11-21,Starter,Outbound,Europe,11-50,0,11,5,1,0,63.0,221,0,2025-06-30
R00884,2024-03-28,Starter,Organic,Europe,51-200,0,2,2,0,0,61.7,459,0,2025-06-30
R00885,2024-05-07,Starter,Organic,North America,51-200,0,7,2,1,0,53.6,338,1,2025-06-30
R00886,2024-08-07,Growth,Organic,North America,11-50,1,10,2,1,0,58.0,327,0,2025-06-30
R00887,2024-08-13,Growth,Paid Search,Europe,1-10,0,10,3,3,0,57.6,321,0,2025-06-30
R00888,2024-05-12,Starter,Partner,North America,11-50,0,8,0,2,0,35.2,414,0,2025-06-30
R00889,2024-01-28,Starter,Partner,Europe,11-50,0,6,1,1,0,50.3,355,1,2025-06-30
R00890,2024-05-11,Starter,Outbound,APAC,201+,0,5,2,2,0,42.5,82,1,2025-06-30
R00891,2024-03-05,Growth,Paid Search,APAC,1-10,0,7,3,0,0,61.0,146,1,2025-06-30
R00892,2024-02-03,Starter,Partner,North America,201+,0,3,4,1,0,48.2,162,1,2025-06-30
R00893,2024-01-10,Starter,Outbound,LATAM,11-50,0,6,1,2,0,36.6,537,0,2025-06-30
R00894,2024-08-15,Starter,Partner,LATAM,51-200,0,9,1,1,0,26.7,319,0,2025-06-30
R00895,2024-03-27,Scale,Paid Search,APAC,11-50,0,18,5,2,0,73.7,460,0,2025-06-30
R00896,2024-06-03,Growth,Paid Search,LATAM,1-10,0,9,1,1,0,60.5,392,0,2025-06-30
R00897,2024-10-12,Starter,Organic,Europe,11-50,0,4,2,1,0,43.3,141,1,2025-06-30
R00898,2024-06-02,Growth,Organic,LATAM,201+,0,10,3,0,0,71.3,393,0,2025-06-30
R00899,2024-05-08,Starter,Partner,North America,11-50,1,3,4,2,0,46.1,418,0,2025-06-30
R00900,2024-05-28,Starter,Organic,Europe,51-200,0,8,1,0,0,45.3,398,0,2025-06-30
R00901,2024-03-11,Starter,Organic,North America,201+,0,6,2,3,0,41.7,476,0,2025-06-30
R00902,2024-05-04,Growth,Organic,APAC,201+,0,6,0,0,0,54.7,137,1,2025-06-30
R00903,2024-07-05,Starter,Paid Search,North America,201+,0,8,2,1,0,48.1,360,0,2025-06-30
R00904,2024-05-31,Scale,Organic,North America,51-200,1,11,6,1,0,84.1,367,1,2025-06-30
R00905,2024-04-23,Starter,Outbound,North America,1-10,0,6,1,0,1,31.1,212,1,2025-06-30
R00906,2024-07-02,Growth,Organic,North America,11-50,1,8,4,1,0,59.6,363,0,2025-06-30
R00907,2024-05-13,Growth,Paid Search,Europe,11-50,0,8,2,1,0,54.2,351,1,2025-06-30
R00908,2024-09-28,Growth,Partner,Europe,201+,0,5,4,1,0,58.3,275,0,2025-06-30
R00909,2024-12-30,Growth,Partner,North America,11-50,0,8,4,1,0,76.1,182,0,2025-06-30
R00910,2024-01-02,Growth,Organic,North America,11-50,0,9,5,2,0,60.1,284,1,2025-06-30
R00911,2024-03-24,Starter,Partner,North America,11-50,0,3,1,2,0,29.4,463,0,2025-06-30
R00912,2024-07-04,Growth,Paid Search,North America,1-10,0,7,7,1,0,68.7,361,0,2025-06-30
R00913,2024-12-10,Starter,Outbound,Europe,1-10,0,5,1,1,0,54.3,47,1,2025-06-30
R00914,2024-06-16,Starter,Organic,APAC,1-10,0,1,0,0,0,39.5,357,1,2025-06-30
R00915,2024-04-13,Growth,Organic,Europe,11-50,0,9,6,1,0,79.7,443,0,2025-06-30
R00916,2024-02-14,Growth,Organic,Europe,51-200,0,2,1,0,0,46.0,502,0,2025-06-30
R00917,2024-04-05,Starter,Outbound,North America,51-200,1,3,1,3,0,39.4,264,1,2025-06-30
R00918,2024-04-04,Starter,Organic,APAC,11-50,0,7,6,1,0,60.4,452,0,2025-06-30
R00919,2024-08-18,Starter,Outbound,Europe,11-50,0,6,1,1,0,46.5,316,0,2025-06-30
R00920,2024-12-24,Starter,Paid Search,North America,11-50,0,8,4,2,0,48.5,74,1,2025-06-30
R00921,2024-10-03,Starter,Outbound,North America,1-10,0,4,2,1,0,44.6,66,1,2025-06-30
R00922,2024-12-13,Starter,Partner,North America,1-10,0,6,3,0,0,59.0,74,1,2025-06-30
R00923,2024-09-19,Starter,Paid Search,Europe,1-10,0,3,2,0,0,34.3,256,1,2025-06-30
R00924,2024-12-16,Growth,Organic,APAC,51-200,0,9,5,1,0,57.2,43,1,2025-06-30
