user_id,onboarding_path,signup_device,team_size,invited_teammates,first_week_actions,time_to_activation_days,activated_observed,followup_days
U0488,Guided Setup,Desktop,small_team,3,1,6,1,34
U0489,Self Serve,Desktop,small_team,4,4,5,1,30
U0490,Guided Setup,Desktop,solo,0,9,2,1,32
U0491,Guided Setup,Desktop,department,4,5,2,1,34
U0492,Self Serve,Desktop,solo,1,1,12,1,41
U0493,Guided Setup,Mobile,solo,0,5,1,1,32
U0494,Self Serve,Mobile,solo,1,7,3,1,35
U0495,Concierge,Desktop,solo,0,8,2,1,45
U0496,Guided Setup,Desktop,small_team,5,11,7,1,42
U0497,Concierge,Desktop,solo,0,3,4,1,36
U0498,Guided Setup,Desktop,department,5,5,18,1,42
U0499,Guided Setup,Desktop,solo,0,8,2,1,28
U0500,Self Serve,Desktop,small_team,5,4,31,1,37
U0501,Self Serve,Desktop,small_team,2,2,7,1,39
U0502,Self Serve,Desktop,solo,0,2,21,1,44
U0503,Self Serve,Desktop,solo,0,2,15,1,39
U0504,Guided Setup,Mobile,small_team,4,8,2,1,30
U0505,Self Serve,Desktop,small_team,3,3,11,1,28
U0506,Self Serve,Desktop,small_team,1,5,2,1,36
U0507,Guided Setup,Mobile,solo,0,4,4,1,43
U0508,Self Serve,Desktop,department,6,5,4,1,38
U0509,Self Serve,Desktop,small_team,0,4,2,1,42
U0510,Guided Setup,Desktop,small_team,0,3,4,1,41
U0511,Concierge,Desktop,small_team,4,12,3,1,31
U0512,Self Serve,Desktop,small_team,7,5,11,1,37
U0513,Guided Setup,Desktop,solo,0,8,8,1,30
U0514,Guided Setup,Desktop,solo,0,2,10,1,45
U0515,Guided Setup,Desktop,solo,0,3,2,1,34
U0516,Self Serve,Desktop,small_team,1,3,18,1,41
U0517,Guided Setup,Mobile,small_team,2,6,6,1,45
U0518,Self Serve,Desktop,solo,0,2,1,1,30
U0519,Self Serve,Mobile,solo,1,3,3,1,39
U0520,Concierge,Desktop,small_team,2,9,1,1,42
U0521,Self Serve,Mobile,solo,0,2,36,0,36
U0522,Concierge,Desktop,small_team,6,8,5,1,34
U0523,Self Serve,Desktop,solo,0,6,2,1,33
U0524,Guided Setup,Mobile,solo,0,6,1,1,45
U0525,Guided Setup,Desktop,solo,0,6,7,1,35
U0526,Guided Setup,Desktop,small_team,0,5,18,1,28
U0527,Self Serve,Desktop,solo,0,3,8,1,39
U0528,Guided Setup,Desktop,small_team,2,2,1,1,38
U0529,Guided Setup,Desktop,solo,0,9,1,1,44
U0530,Self Serve,Desktop,department,6,6,6,1,44
U0531,Guided Setup,Mobile,solo,0,3,11,1,41
U0532,Self Serve,Desktop,solo,0,4,7,1,40
U0533,Self Serve,Desktop,solo,1,6,1,1,42
U0534,Guided Setup,Desktop,small_team,2,8,4,1,34
U0535,Guided Setup,Mobile,small_team,4,6,1,1,28
U0536,Self Serve,Desktop,small_team,2,5,18,1,32
U0537,Self Serve,Desktop,small_team,3,7,7,1,31
U0538,Guided Setup,Mobile,solo,0,11,4,1,42
U0539,Concierge,Desktop,small_team,6,12,1,1,42
U0540,Guided Setup,Desktop,solo,0,6,29,1,41
U0541,Self Serve,Desktop,solo,0,2,21,1,30
U0542,Guided Setup,Desktop,department,6,6,8,1,30
U0543,Self Serve,Desktop,small_team,3,3,40,1,41
U0544,Guided Setup,Desktop,small_team,0,5,19,1,38
U0545,Self Serve,Desktop,solo,2,5,3,1,40
U0546,Concierge,Desktop,solo,0,11,6,1,32
U0547,Guided Setup,Desktop,small_team,0,6,20,1,35
U0548,Concierge,Mobile,department,4,11,1,1,32
U0549,Guided Setup,Desktop,small_team,2,4,7,1,45
U0550,Guided Setup,Desktop,solo,1,6,8,1,36
U0551,Guided Setup,Desktop,solo,0,8,9,1,39
U0552,Self Serve,Desktop,solo,0,1,1,1,36
U0553,Guided Setup,Desktop,small_team,3,5,6,1,38
U0554,Concierge,Mobile,solo,0,6,3,1,39
U0555,Self Serve,Desktop,small_team,2,5,2,1,36
U0556,Self Serve,Mobile,solo,0,2,42,0,42
U0557,Self Serve,Desktop,department,10,8,10,1,40
U0558,Self Serve,Desktop,small_team,0,4,22,1,31
U0559,Self Serve,Mobile,small_team,0,4,23,1,39
U0560,Self Serve,Mobile,solo,1,1,14,1,34
U0561,Guided Setup,Desktop,department,7,7,14,1,37
U0562,Self Serve,Mobile,small_team,0,4,29,1,32
U0563,Guided Setup,Mobile,solo,0,5,29,1,35
U0564,Guided Setup,Desktop,small_team,2,5,16,1,32
U0565,Guided Setup,Mobile,solo,0,5,6,1,43
U0566,Self Serve,Mobile,small_team,4,4,32,0,32
U0567,Self Serve,Desktop,small_team,5,5,7,1,43
U0568,Guided Setup,Mobile,small_team,6,10,2,1,41
U0569,Guided Setup,Desktop,solo,0,8,13,1,30
U0570,Self Serve,Desktop,solo,0,5,15,1,31
U0571,Guided Setup,Desktop,small_team,1,5,3,1,28
U0572,Guided Setup,Desktop,department,5,6,3,1,29
U0573,Guided Setup,Desktop,small_team,3,7,7,1,33
U0574,Self Serve,Mobile,solo,1,5,14,1,42
U0575,Self Serve,Mobile,solo,0,3,7,1,42
U0576,Guided Setup,Desktop,small_team,3,1,2,1,37
U0577,Guided Setup,Desktop,solo,0,4,16,1,32
U0578,Self Serve,Desktop,small_team,3,2,2,1,30
U0579,Self Serve,Mobile,small_team,4,4,2,1,36
U0580,Guided Setup,Desktop,small_team,0,5,1,1,42
U0581,Guided Setup,Desktop,solo,0,3,2,1,44
U0582,Self Serve,Desktop,solo,0,2,20,1,36
U0583,Self Serve,Mobile,small_team,1,2,7,1,41
U0584,Self Serve,Desktop,solo,0,2,33,0,33
U0585,Self Serve,Desktop,solo,0,1,25,1,32
U0586,Concierge,Desktop,small_team,2,5,2,1,28
U0587,Concierge,Desktop,small_team,4,11,3,1,35
U0588,Self Serve,Mobile,solo,1,1,9,1,39
U0589,Self Serve,Desktop,solo,0,3,15,1,28
U0590,Guided Setup,Mobile,small_team,3,4,14,1,29
U0591,Concierge,Mobile,solo,0,12,3,1,35
U0592,Self Serve,Mobile,solo,0,3,45,0,45
U0593,Self Serve,Desktop,department,6,5,1,1,33
U0594,Self Serve,Desktop,solo,0,3,11,1,38
U0595,Self Serve,Mobile,department,7,3,13,1,35
U0596,Guided Setup,Mobile,small_team,2,8,10,1,33
U0597,Guided Setup,Desktop,solo,0,6,2,1,39
U0598,Self Serve,Desktop,small_team,2,4,41,1,41
U0599,Guided Setup,Mobile,solo,0,2,3,1,36
U0600,Self Serve,Desktop,small_team,2,2,25,1,28
U0601,Guided Setup,Desktop,solo,0,8,1,1,42
U0602,Guided Setup,Desktop,small_team,3,6,9,1,36
U0603,Guided Setup,Desktop,solo,0,7,9,1,40
U0604,Guided Setup,Mobile,solo,0,9,7,1,36
U0605,Concierge,Desktop,solo,0,11,8,1,41
U0606,Guided Setup,Desktop,solo,2,6,2,1,38
U0607,Self Serve,Desktop,solo,1,5,6,1,43
U0608,Guided Setup,Desktop,small_team,3,11,7,1,41
U0609,Guided Setup,Desktop,solo,0,6,1,1,34
U0610,Guided Setup,Desktop,solo,1,6,30,1,44
U0611,Guided Setup,Mobile,solo,0,3,28,0,28
U0612,Self Serve,Desktop,solo,2,3,3,1,31
U0613,Guided Setup,Desktop,small_team,1,6,5,1,38
U0614,Self Serve,Mobile,solo,0,2,26,1,38
U0615,Self Serve,Desktop,small_team,2,6,8,1,31
U0616,Guided Setup,Mobile,solo,0,2,1,1,37
U0617,Self Serve,Desktop,solo,0,0,39,0,39
U0618,Guided Setup,Desktop,small_team,5,9,1,1,28
U0619,Guided Setup,Desktop,small_team,4,6,1,1,39
U0620,Self Serve,Mobile,small_team,2,0,11,1,29
U0621,Self Serve,Desktop,small_team,2,7,23,1,40
U0622,Guided Setup,Desktop,department,9,8,2,1,35
U0623,Self Serve,Desktop,small_team,2,3,12,1,35
U0624,Guided Setup,Mobile,small_team,4,5,1,1,33
U0625,Self Serve,Desktop,solo,1,4,16,1,41
U0626,Guided Setup,Desktop,solo,0,7,13,1,42
U0627,Self Serve,Desktop,department,3,5,9,1,32
U0628,Self Serve,Mobile,solo,0,3,26,1,38
U0629,Guided Setup,Mobile,solo,1,9,10,1,43
U0630,Self Serve,Desktop,solo,0,3,11,1,42
U0631,Self Serve,Desktop,solo,0,3,22,1,30
U0632,Self Serve,Desktop,solo,0,3,25,1,40
U0633,Guided Setup,Desktop,small_team,2,6,9,1,40
U0634,Concierge,Desktop,department,6,9,4,1,34
U0635,Self Serve,Desktop,solo,0,2,5,1,44
U0636,Guided Setup,Mobile,department,6,10,5,1,35
U0637,Guided Setup,Mobile,solo,2,7,14,1,40
U0638,Guided Setup,Mobile,solo,0,7,14,1,28
U0639,Guided Setup,Desktop,solo,0,11,2,1,36
U0640,Guided Setup,Mobile,small_team,3,7,11,1,44
U0641,Guided Setup,Desktop,small_team,4,5,4,1,34
U0642,Self Serve,Mobile,solo,0,1,43,0,43
U0643,Guided Setup,Mobile,small_team,3,11,1,1,28
U0644,Self Serve,Mobile,solo,0,3,26,1,37
U0645,Self Serve,Desktop,small_team,0,6,8,1,30
U0646,Guided Setup,Desktop,solo,0,7,10,1,30
U0647,Guided Setup,Mobile,small_team,6,7,6,1,30
U0648,Guided Setup,Desktop,solo,1,11,1,1,32
U0649,Guided Setup,Desktop,solo,1,5,32,1,38
U0650,Self Serve,Desktop,solo,0,1,6,1,39
U0651,Self Serve,Desktop,small_team,1,6,2,1,37
U0652,Guided Setup,Desktop,solo,0,8,5,1,36
U0653,Self Serve,Mobile,small_team,2,6,28,1,34
U0654,Self Serve,Mobile,department,6,5,8,1,29
U0655,Guided Setup,Mobile,small_team,1,3,32,0,32
U0656,Self Serve,Mobile,solo,0,1,45,0,45
U0657,Concierge,Mobile,small_team,2,9,5,1,39
U0658,Self Serve,Desktop,department,5,5,14,1,29
U0659,Guided Setup,Desktop,solo,1,6,1,1,34
U0660,Guided Setup,Desktop,solo,0,4,2,1,37
U0661,Self Serve,Mobile,department,6,1,8,1,34
U0662,Guided Setup,Desktop,small_team,1,4,15,1,36
U0663,Concierge,Desktop,department,5,7,1,1,31
U0664,Concierge,Desktop,small_team,2,12,8,1,43
U0665,Self Serve,Desktop,department,6,5,8,1,42
U0666,Guided Setup,Mobile,department,5,6,3,1,29
U0667,Self Serve,Desktop,solo,1,4,13,1,37
U0668,Self Serve,Desktop,small_team,1,4,36,0,36
U0669,Self Serve,Desktop,small_team,1,4,2,1,34
U0670,Self Serve,Mobile,solo,0,4,35,0,35
U0671,Concierge,Desktop,department,11,14,2,1,29
U0672,Guided Setup,Desktop,department,8,5,4,1,34
U0673,Self Serve,Mobile,small_team,2,2,20,1,37
U0674,Self Serve,Mobile,department,5,3,28,0,28
U0675,Guided Setup,Desktop,department,3,6,3,1,37
U0676,Guided Setup,Desktop,small_team,1,7,1,1,45
U0677,Self Serve,Mobile,small_team,2,3,36,1,39
U0678,Self Serve,Desktop,solo,0,5,8,1,34
U0679,Self Serve,Desktop,solo,0,6,1,1,32
U0680,Guided Setup,Mobile,small_team,2,5,18,1,37
U0681,Concierge,Desktop,solo,0,8,24,1,31
U0682,Self Serve,Desktop,small_team,3,2,4,1,36
U0683,Self Serve,Desktop,solo,1,2,11,1,32
U0684,Guided Setup,Desktop,solo,0,8,15,1,42
U0685,Guided Setup,Desktop,solo,0,2,23,1,39
U0686,Concierge,Mobile,solo,1,5,16,1,43
U0687,Self Serve,Desktop,solo,2,2,18,1,33
U0688,Concierge,Desktop,solo,0,3,9,1,38
U0689,Concierge,Desktop,solo,0,3,3,1,33
U0690,Concierge,Mobile,department,9,9,1,1,40
U0691,Guided Setup,Desktop,solo,1,6,11,1,31
U0692,Guided Setup,Mobile,department,6,10,8,1,38
U0693,Guided Setup,Desktop,small_team,0,4,27,1,29
U0694,Self Serve,Mobile,department,8,5,5,1,44
U0695,Guided Setup,Desktop,department,9,10,4,1,40
U0696,Guided Setup,Desktop,department,9,8,2,1,39
U0697,Concierge,Desktop,small_team,2,7,3,1,41
U0698,Guided Setup,Desktop,solo,1,6,7,1,43
U0699,Self Serve,Mobile,solo,0,4,22,1,34
U0700,Guided Setup,Mobile,solo,0,6,7,1,35
U0701,Concierge,Desktop,small_team,2,11,2,1,30
U0702,Guided Setup,Desktop,department,3,3,10,1,31
U0703,Self Serve,Mobile,solo,0,4,40,0,40
U0704,Self Serve,Mobile,small_team,0,1,3,1,41
U0705,Concierge,Mobile,solo,1,6,4,1,30
U0706,Guided Setup,Mobile,department,6,10,11,1,35
U0707,Self Serve,Desktop,small_team,0,1,4,1,33
U0708,Self Serve,Desktop,solo,0,2,9,1,36
U0709,Self Serve,Mobile,solo,2,4,20,1,30
U0710,Self Serve,Desktop,small_team,1,2,27,1,35
U0711,Guided Setup,Mobile,solo,1,1,12,1,33
U0712,Guided Setup,Desktop,solo,0,5,18,1,32
U0713,Guided Setup,Mobile,solo,0,5,18,1,38
U0714,Self Serve,Mobile,small_team,6,7,19,1,45
U0715,Guided Setup,Desktop,small_team,7,5,11,1,34
U0716,Self Serve,Desktop,small_team,3,6,10,1,43
U0717,Concierge,Desktop,solo,0,8,5,1,44
U0718,Self Serve,Desktop,small_team,4,5,16,1,45
U0719,Guided Setup,Desktop,solo,2,4,22,1,35
U0720,Guided Setup,Desktop,small_team,2,9,2,1,45
U0721,Guided Setup,Desktop,solo,0,2,1,1,33
U0722,Concierge,Desktop,small_team,1,7,3,1,43
U0723,Guided Setup,Desktop,solo,0,4,2,1,29
U0724,Self Serve,Mobile,small_team,0,2,19,1,35
U0725,Guided Setup,Desktop,solo,0,6,17,1,33
U0726,Guided Setup,Desktop,department,3,9,11,1,35
U0727,Guided Setup,Mobile,small_team,2,3,29,1,37
U0728,Self Serve,Desktop,small_team,1,1,9,1,34
U0729,Guided Setup,Desktop,solo,0,7,4,1,44
U0730,Concierge,Mobile,small_team,3,6,3,1,30
U0731,Guided Setup,Desktop,solo,1,4,24,1,31
U0732,Concierge,Desktop,department,13,12,3,1,40
U0733,Guided Setup,Desktop,solo,0,6,14,1,44
U0734,Guided Setup,Desktop,small_team,2,8,3,1,36
U0735,Self Serve,Desktop,solo,0,3,16,1,43
U0736,Guided Setup,Desktop,small_team,2,6,9,1,31
U0737,Guided Setup,Desktop,small_team,3,9,2,1,30
U0738,Self Serve,Mobile,small_team,3,3,15,1,37
U0739,Guided Setup,Desktop,solo,0,6,12,1,36
U0740,Self Serve,Mobile,small_team,1,5,13,1,42
U0741,Self Serve,Desktop,solo,0,2,36,0,36
U0742,Self Serve,Desktop,small_team,4,6,13,1,34
U0743,Guided Setup,Desktop,small_team,4,4,4,1,28
U0744,Self Serve,Desktop,small_team,2,2,1,1,37
U0745,Guided Setup,Desktop,small_team,1,8,14,1,44
U0746,Guided Setup,Mobile,small_team,4,9,1,1,39
U0747,Self Serve,Desktop,small_team,5,6,5,1,29
U0748,Self Serve,Mobile,department,5,4,26,1,45
U0749,Self Serve,Desktop,solo,0,5,9,1,35
U0750,Guided Setup,Mobile,solo,1,6,2,1,35
U0751,Guided Setup,Desktop,solo,2,6,18,1,36
U0752,Guided Setup,Desktop,solo,1,5,5,1,34
U0753,Concierge,Desktop,department,7,6,2,1,34
U0754,Guided Setup,Mobile,department,3,7,30,0,30
U0755,Concierge,Desktop,department,4,4,4,1,32
U0756,Self Serve,Desktop,solo,1,6,14,1,41
U0757,Guided Setup,Desktop,solo,2,5,3,1,44
U0758,Self Serve,Desktop,solo,0,2,2,1,43
U0759,Concierge,Desktop,small_team,6,7,2,1,44
U0760,Self Serve,Desktop,small_team,0,1,19,1,37
U0761,Guided Setup,Desktop,solo,1,5,23,1,31
U0762,Guided Setup,Desktop,solo,0,5,6,1,40
U0763,Guided Setup,Mobile,small_team,1,6,2,1,39
U0764,Self Serve,Desktop,small_team,1,1,15,1,34
U0765,Guided Setup,Desktop,solo,0,8,12,1,35
U0766,Guided Setup,Mobile,department,7,9,3,1,45
U0767,Guided Setup,Desktop,small_team,2,4,3,1,28
U0768,Self Serve,Mobile,solo,0,4,29,0,29
U0769,Self Serve,Mobile,solo,0,1,22,1,37
U0770,Guided Setup,Desktop,solo,0,9,7,1,29
U0771,Self Serve,Mobile,small_team,0,3,16,1,39
U0772,Self Serve,Desktop,small_team,2,4,4,1,44
U0773,Self Serve,Desktop,solo,1,3,25,1,44
U0774,Guided Setup,Desktop,small_team,1,6,7,1,41
U0775,Self Serve,Mobile,solo,1,2,3,1,37
U0776,Self Serve,Desktop,small_team,2,7,8,1,38
U0777,Self Serve,Desktop,solo,0,4,27,1,31
U0778,Self Serve,Desktop,solo,1,6,3,1,41
U0779,Guided Setup,Desktop,small_team,3,11,14,1,38
U0780,Guided Setup,Desktop,small_team,3,10,9,1,41
U0781,Self Serve,Desktop,solo,0,5,34,1,43
U0782,Self Serve,Desktop,solo,1,3,25,1,42
U0783,Guided Setup,Desktop,department,6,10,2,1,37
U0784,Self Serve,Desktop,small_team,4,6,26,1,32
U0785,Guided Setup,Desktop,small_team,1,10,2,1,38
U0786,Self Serve,Mobile,small_team,1,5,20,1,41
U0787,Concierge,Mobile,solo,2,8,1,1,32
U0788,Guided Setup,Desktop,solo,1,8,4,1,36
U0789,Self Serve,Mobile,solo,0,0,31,0,31
U0790,Guided Setup,Desktop,solo,0,4,1,1,44
U0791,Concierge,Desktop,solo,0,7,6,1,30
U0792,Self Serve,Mobile,solo,0,3,7,1,36
U0793,Concierge,Mobile,small_team,4,8,2,1,43
U0794,Guided Setup,Desktop,solo,0,7,10,1,33
U0795,Self Serve,Desktop,small_team,1,3,4,1,29
U0796,Self Serve,Desktop,small_team,3,5,25,1,45
U0797,Self Serve,Desktop,department,5,5,15,1,44
U0798,Concierge,Desktop,department,8,13,1,1,31
U0799,Guided Setup,Desktop,solo,0,5,1,1,29
U0800,Guided Setup,Mobile,solo,0,5,4,1,42
U0801,Self Serve,Desktop,solo,0,3,5,1,32
U0802,Self Serve,Mobile,small_team,2,5,30,0,30
U0803,Self Serve,Mobile,solo,0,1,7,1,38
U0804,Self Serve,Mobile,solo,0,7,19,1,43
U0805,Self Serve,Desktop,small_team,3,3,13,1,38
U0806,Guided Setup,Desktop,solo,0,6,3,1,40
U0807,Self Serve,Desktop,solo,0,2,5,1,30
U0808,Guided Setup,Mobile,solo,0,6,15,1,37
U0809,Self Serve,Desktop,small_team,2,5,6,1,35
U0810,Self Serve,Desktop,small_team,1,4,38,0,38
U0811,Concierge,Desktop,department,5,9,3,1,41
U0812,Self Serve,Desktop,small_team,4,4,3,1,37
U0813,Self Serve,Mobile,solo,0,2,32,0,32
U0814,Concierge,Desktop,small_team,6,11,3,1,43
U0815,Guided Setup,Desktop,small_team,4,8,2,1,30
U0816,Self Serve,Desktop,small_team,2,2,21,1,30
U0817,Self Serve,Mobile,small_team,4,3,28,0,28
U0818,Self Serve,Desktop,small_team,3,4,33,1,37
U0819,Self Serve,Mobile,small_team,1,4,1,1,31
U0820,Self Serve,Mobile,solo,0,1,4,1,44
U0821,Guided Setup,Desktop,department,8,7,6,1,41
U0822,Self Serve,Desktop,solo,1,3,37,1,40
U0823,Guided Setup,Desktop,small_team,2,7,31,1,42
U0824,Self Serve,Mobile,small_team,2,1,12,1,30
U0825,Self Serve,Mobile,solo,0,1,10,1,36
U0826,Concierge,Mobile,solo,0,4,37,1,37
U0827,Concierge,Desktop,solo,1,6,6,1,35
U0828,Concierge,Desktop,solo,0,7,15,1,38
U0829,Guided Setup,Mobile,solo,0,6,1,1,40
U0830,Guided Setup,Desktop,solo,0,6,1,1,38
U0831,Self Serve,Desktop,solo,0,5,7,1,37
U0832,Concierge,Mobile,small_team,1,12,5,1,41
U0833,Self Serve,Desktop,small_team,4,3,20,1,29
U0834,Concierge,Desktop,small_team,1,11,7,1,36
U0835,Guided Setup,Desktop,small_team,2,5,2,1,31
U0836,Self Serve,Desktop,small_team,1,3,15,1,38
U0837,Self Serve,Desktop,solo,0,10,18,1,38
U0838,Self Serve,Mobile,small_team,2,2,12,1,36
U0839,Self Serve,Desktop,small_team,3,6,18,1,29
U0840,Self Serve,Desktop,solo,0,3,8,1,31
U0841,Concierge,Desktop,solo,2,8,5,1,34
U0842,Self Serve,Desktop,small_team,0,2,28,1,29
U0843,Concierge,Desktop,small_team,0,9,7,1,32
U0844,Self Serve,Mobile,small_team,0,3,6,1,44
U0845,Guided Setup,Desktop,small_team,0,8,4,1,42
U0846,Guided Setup,Mobile,solo,0,4,20,1,34
U0847,Guided Setup,Mobile,solo,0,5,16,1,42
U0848,Guided Setup,Desktop,solo,0,7,8,1,31
U0849,Guided Setup,Desktop,solo,0,4,1,1,37
U0850,Concierge,Desktop,solo,0,9,3,1,40
U0851,Concierge,Desktop,small_team,2,9,2,1,35
U0852,Concierge,Desktop,small_team,2,6,6,1,42
U0853,Concierge,Desktop,solo,0,5,19,1,45
U0854,Self Serve,Desktop,small_team,5,5,14,1,39
U0855,Guided Setup,Mobile,solo,0,6,29,1,39
U0856,Concierge,Desktop,solo,1,3,3,1,28
U0857,Self Serve,Desktop,solo,0,4,4,1,35
U0858,Self Serve,Mobile,solo,0,1,14,1,43
U0859,Self Serve,Desktop,small_team,0,2,17,1,32
U0860,Guided Setup,Desktop,solo,0,2,7,1,38
U0861,Self Serve,Desktop,department,8,3,25,1,37
U0862,Guided Setup,Desktop,small_team,2,8,1,1,32
U0863,Concierge,Desktop,solo,0,7,17,1,35
U0864,Self Serve,Desktop,department,7,4,23,1,40
U0865,Guided Setup,Desktop,solo,0,5,7,1,29
U0866,Guided Setup,Mobile,small_team,0,6,13,1,40
U0867,Guided Setup,Desktop,solo,0,3,12,1,44
U0868,Self Serve,Mobile,solo,0,3,6,1,38
U0869,Self Serve,Desktop,solo,1,7,13,1,40
U0870,Self Serve,Desktop,solo,0,4,15,1,38
U0871,Guided Setup,Desktop,solo,0,4,4,1,36
U0872,Self Serve,Mobile,department,3,5,8,1,38
U0873,Self Serve,Desktop,solo,0,1,35,0,35
U0874,Self Serve,Desktop,small_team,2,2,2,1,37
U0875,Self Serve,Desktop,small_team,2,3,9,1,30
U0876,Guided Setup,Mobile,solo,1,4,16,1,34
U0877,Self Serve,Mobile,small_team,3,3,33,1,43
U0878,Self Serve,Desktop,department,6,9,7,1,31
U0879,Self Serve,Desktop,department,5,4,4,1,37
U0880,Guided Setup,Desktop,solo,1,4,24,1,43
U0881,Guided Setup,Desktop,solo,1,4,13,1,40
U0882,Guided Setup,Desktop,small_team,2,7,1,1,43
U0883,Self Serve,Mobile,small_team,2,4,14,1,42
U0884,Self Serve,Desktop,small_team,2,0,21,1,38
U0885,Self Serve,Desktop,small_team,2,3,10,1,33
U0886,Self Serve,Desktop,small_team,0,3,3,1,32
U0887,Self Serve,Desktop,solo,0,1,2,1,31
U0888,Self Serve,Mobile,solo,1,3,7,1,30
U0889,Guided Setup,Desktop,small_team,0,3,7,1,41
U0890,Self Serve,Desktop,solo,1,3,3,1,37
U0891,Self Serve,Desktop,solo,3,4,5,1,29
U0892,Self Serve,Desktop,small_team,4,2,17,1,32
U0893,Self Serve,Mobile,department,5,5,7,1,38
U0894,Self Serve,Desktop,small_team,0,1,7,1,44
U0895,Concierge,Desktop,solo,1,7,11,1,29
U0896,Guided Setup,Mobile,department,6,13,1,1,38
U0897,Guided Setup,Desktop,small_team,0,3,28,1,41
U0898,Self Serve,Desktop,small_team,5,12,4,1,37
U0899,Self Serve,Mobile,solo,1,1,36,1,42
U0900,Guided Setup,Mobile,solo,1,5,25,1,38
