customer_id,plan,industry,seats,monthly_fee,login_days_30,support_tickets_30,discount_pct,training_completed,duration_days,churn_observed
S00436,Pro,SaaS,3,78.1,16,0,20,1,244,1
S00437,Enterprise,Healthcare,5,205.24,9,1,10,0,262,0
S00438,Basic,Healthcare,3,51.68,6,1,20,1,348,0
S00439,Enterprise,SaaS,12,280.44,12,1,0,1,287,0
S00440,Pro,Retail,9,132.01,18,0,5,0,258,0
S00441,Pro,Retail,5,106.59,10,1,20,1,121,1
S00442,Pro,Healthcare,7,111.8,12,0,0,1,273,0
S00443,Enterprise,Retail,13,232.11,21,2,0,0,122,1
S00444,Basic,Retail,2,48.76,9,3,5,1,193,0
S00445,Basic,Retail,7,101.79,14,3,0,1,269,1
S00446,Basic,Retail,11,136.35,6,2,10,1,121,1
S00447,Basic,Healthcare,2,51.34,6,0,0,0,37,1
S00448,Pro,Retail,7,106.25,14,0,0,1,194,0
S00449,Enterprise,Manufacturing,4,203.43,9,0,0,1,175,1
S00450,Pro,Healthcare,9,112.97,13,1,0,1,249,0
S00451,Basic,Retail,4,69.37,9,2,20,1,15,1
S00452,Enterprise,Healthcare,3,201.14,21,2,30,0,228,0
S00453,Enterprise,Manufacturing,3,206.2,14,1,20,1,263,0
S00454,Enterprise,Healthcare,9,215.24,12,0,20,1,157,0
S00455,Basic,SaaS,2,49.97,9,1,0,0,67,1
S00456,Basic,Healthcare,3,55.47,6,2,0,0,174,0
S00457,Pro,Retail,3,74.47,12,0,20,1,298,0
S00458,Enterprise,Manufacturing,12,268.95,9,0,5,0,271,0
S00459,Basic,Retail,3,60.08,6,2,20,0,184,1
S00460,Basic,Manufacturing,2,48.14,4,1,0,0,93,1
S00461,Basic,SaaS,3,53.94,7,2,10,1,267,0
S00462,Pro,Healthcare,3,77.41,11,0,0,0,344,0
S00463,Basic,Retail,2,56.31,7,1,0,0,236,0
S00464,Pro,Retail,6,108.36,19,0,0,1,174,0
S00465,Basic,SaaS,6,73.02,8,3,10,1,175,0
S00466,Basic,Healthcare,9,78.3,7,0,0,0,253,0
S00467,Pro,SaaS,4,82.46,17,1,20,0,339,0
S00468,Pro,SaaS,3,86.27,13,0,0,0,36,1
S00469,Basic,Manufacturing,4,57.58,10,3,0,1,86,1
S00470,Basic,Healthcare,3,51.7,3,2,0,0,42,1
S00471,Pro,Manufacturing,2,73.27,10,2,10,1,199,0
S00472,Basic,Retail,7,101.43,6,3,10,1,62,1
S00473,Basic,Healthcare,3,60.2,6,1,0,0,100,1
S00474,Basic,SaaS,1,45.15,6,0,10,1,211,0
S00475,Pro,Manufacturing,8,137.0,14,0,0,1,190,0
S00476,Basic,Manufacturing,4,59.39,6,2,20,0,10,1
S00477,Pro,Manufacturing,5,99.45,8,1,0,1,44,1
S00478,Basic,Healthcare,3,51.56,6,1,20,0,86,1
S00479,Enterprise,Healthcare,6,213.0,9,3,10,0,348,0
S00480,Pro,Manufacturing,2,71.37,11,0,20,1,329,0
S00481,Basic,Manufacturing,3,52.15,6,4,5,1,66,1
S00482,Enterprise,SaaS,8,232.14,17,1,20,1,245,0
S00483,Enterprise,Manufacturing,6,207.36,15,0,20,1,296,0
S00484,Basic,Manufacturing,5,81.63,5,0,5,0,313,0
S00485,Pro,Retail,3,88.06,8,0,10,1,354,0
S00486,Enterprise,Manufacturing,5,224.42,26,2,0,0,172,1
S00487,Basic,Healthcare,1,47.91,8,2,0,1,84,1
S00488,Basic,Retail,2,48.89,8,1,0,0,38,1
S00489,Pro,Healthcare,3,73.32,10,0,0,0,297,0
S00490,Pro,Retail,8,113.13,7,1,10,0,253,0
S00491,Pro,Healthcare,8,126.36,10,0,0,0,251,0
S00492,Pro,SaaS,2,77.55,13,2,0,1,82,1
S00493,Basic,SaaS,4,65.71,4,0,0,0,151,0
S00494,Pro,SaaS,7,109.82,12,2,0,1,193,0
S00495,Enterprise,Manufacturing,5,212.74,16,1,30,1,363,0
S00496,Pro,Healthcare,6,100.27,12,0,0,1,171,0
S00497,Enterprise,Healthcare,5,205.85,10,2,20,1,184,1
S00498,Basic,Manufacturing,3,65.0,1,2,0,1,78,1
S00499,Pro,SaaS,9,112.22,15,1,5,1,152,0
S00500,Basic,Manufacturing,2,54.69,8,1,0,0,204,1
S00501,Pro,Healthcare,3,79.06,8,1,0,1,171,1
S00502,Basic,Retail,2,49.93,5,1,20,1,112,1
S00503,Pro,Retail,9,137.36,15,0,10,1,342,0
S00504,Basic,Healthcare,3,59.82,9,1,20,0,322,0
S00505,Pro,SaaS,2,76.32,11,0,20,1,319,0
S00506,Basic,Healthcare,7,68.01,8,1,20,0,300,0
S00507,Enterprise,SaaS,8,225.51,15,0,5,0,218,0
S00508,Basic,Manufacturing,3,58.47,6,1,0,0,174,0
S00509,Pro,Healthcare,3,75.95,13,0,0,1,306,0
S00510,Enterprise,SaaS,6,206.72,14,0,0,1,37,1
S00511,Basic,Healthcare,2,53.8,11,0,0,0,219,1
S00512,Pro,Manufacturing,5,93.34,14,1,5,1,162,0
S00513,Pro,SaaS,2,73.79,17,2,0,0,38,1
S00514,Basic,SaaS,8,79.56,5,1,0,1,182,1
S00515,Basic,Healthcare,2,56.73,9,0,0,0,307,0
S00516,Basic,Manufacturing,4,55.02,9,1,0,0,48,1
S00517,Basic,Manufacturing,2,52.08,7,3,0,0,145,1
S00518,Enterprise,SaaS,3,192.86,10,1,30,0,248,0
S00519,Pro,Healthcare,5,82.09,11,1,5,1,273,0
S00520,Basic,Healthcare,5,83.1,6,0,10,0,231,0
S00521,Enterprise,Manufacturing,3,196.42,20,0,5,1,199,0
S00522,Enterprise,Healthcare,4,197.28,12,0,30,1,245,0
S00523,Basic,Manufacturing,2,52.35,11,1,0,1,125,1
S00524,Basic,Retail,2,53.16,8,1,10,1,281,0
S00525,Pro,SaaS,6,86.88,15,2,20,1,232,0
S00526,Basic,Manufacturing,3,66.05,5,3,5,0,194,0
S00527,Basic,Healthcare,4,74.22,4,0,5,0,71,1
S00528,Pro,Healthcare,5,107.19,10,1,0,1,71,1
S00529,Basic,Manufacturing,2,48.46,9,2,0,1,192,0
S00530,Enterprise,Healthcare,7,235.15,11,0,0,1,199,0
S00531,Enterprise,Manufacturing,6,232.55,16,0,30,0,204,0
S00532,Pro,SaaS,4,87.86,9,0,0,1,206,0
S00533,Pro,Retail,7,115.01,6,0,5,1,78,1
S00534,Basic,Manufacturing,3,53.84,9,2,10,0,26,1
S00535,Basic,SaaS,2,57.55,6,3,0,0,209,0
S00536,Pro,Retail,2,79.5,7,2,0,1,106,1
S00537,Pro,Retail,2,69.37,11,1,5,1,256,0
S00538,Pro,Manufacturing,5,106.37,17,1,10,1,317,0
S00539,Enterprise,Retail,6,213.88,15,0,0,0,93,1
S00540,Pro,Manufacturing,2,79.82,11,0,5,1,134,1
S00541,Pro,SaaS,3,77.72,6,0,0,0,1,1
S00542,Enterprise,Manufacturing,10,244.77,18,0,5,1,173,0
S00543,Pro,Retail,2,71.42,12,0,0,1,260,0
S00544,Basic,Manufacturing,6,83.95,14,2,30,0,86,1
S00545,Enterprise,Retail,7,238.81,16,0,10,0,145,1
S00546,Pro,Healthcare,4,83.46,14,2,0,1,205,0
S00547,Pro,Healthcare,4,84.48,11,1,30,1,252,0
S00548,Pro,Healthcare,5,92.68,8,1,0,1,291,0
S00549,Pro,Manufacturing,5,87.6,10,2,0,1,271,0
S00550,Pro,Retail,7,94.43,9,0,0,0,141,1
S00551,Basic,SaaS,3,61.11,5,1,10,0,152,0
S00552,Pro,SaaS,6,111.28,9,3,10,0,54,1
S00553,Pro,Healthcare,7,105.72,13,2,20,0,253,0
S00554,Basic,Retail,3,55.29,7,0,10,1,296,0
S00555,Basic,Healthcare,4,66.16,6,3,0,1,268,0
S00556,Basic,SaaS,3,66.38,7,2,0,1,73,1
S00557,Pro,SaaS,4,84.49,6,0,0,1,155,0
S00558,Enterprise,Manufacturing,7,226.93,6,1,0,0,238,0
S00559,Enterprise,SaaS,7,221.51,15,2,5,1,64,1
S00560,Pro,Manufacturing,6,112.03,11,1,20,0,205,0
S00561,Basic,SaaS,3,51.91,9,2,0,1,58,1
S00562,Basic,Retail,5,71.72,2,2,10,0,39,1
S00563,Pro,Retail,3,81.98,15,1,0,1,158,0
S00564,Basic,Retail,4,67.8,4,2,0,1,40,1
S00565,Enterprise,SaaS,6,219.14,16,0,20,1,340,0
S00566,Enterprise,SaaS,5,202.77,18,1,0,0,301,0
S00567,Pro,Manufacturing,5,88.07,11,0,20,0,296,1
S00568,Basic,Healthcare,4,60.2,11,0,0,0,235,0
S00569,Pro,Healthcare,2,76.07,12,3,0,0,23,1
S00570,Pro,Manufacturing,3,81.29,12,1,10,0,313,0
S00571,Basic,SaaS,2,47.1,10,3,10,1,167,1
S00572,Basic,Manufacturing,3,65.88,5,1,0,0,9,1
S00573,Pro,Retail,3,73.62,14,0,0,1,240,0
S00574,Pro,Manufacturing,6,117.55,15,0,5,1,145,1
S00575,Pro,SaaS,2,73.63,10,0,0,1,231,0
S00576,Basic,SaaS,4,63.65,7,3,20,1,54,1
S00577,Pro,Retail,7,108.47,16,0,0,0,273,0
S00578,Basic,Healthcare,5,65.43,3,2,0,1,153,1
S00579,Basic,Healthcare,2,49.36,8,1,0,0,63,1
S00580,Basic,Manufacturing,2,57.72,11,0,0,0,24,1
S00581,Pro,Retail,3,86.5,15,1,20,0,201,0
S00582,Enterprise,SaaS,4,196.91,15,1,10,0,297,0
S00583,Basic,Manufacturing,2,54.35,9,0,5,1,262,0
S00584,Enterprise,SaaS,6,233.36,13,1,5,1,214,0
S00585,Enterprise,SaaS,2,194.3,16,2,5,1,172,0
S00586,Basic,Healthcare,4,62.84,9,3,10,0,96,1
S00587,Basic,Healthcare,1,44.38,9,1,30,0,154,1
S00588,Enterprise,Retail,7,237.35,12,1,10,1,16,1
S00589,Basic,Healthcare,5,66.44,9,1,0,1,225,0
S00590,Enterprise,Healthcare,15,276.51,17,1,10,1,339,0
S00591,Pro,Healthcare,5,85.64,10,0,0,0,187,0
S00592,Pro,Retail,3,82.15,15,0,0,0,355,0
S00593,Pro,Retail,4,88.9,13,2,20,1,195,0
S00594,Basic,SaaS,7,95.13,8,4,10,0,60,1
S00595,Basic,Healthcare,2,47.07,3,1,5,0,1,1
S00596,Basic,SaaS,11,106.78,8,2,5,0,104,1
S00597,Pro,Manufacturing,3,83.89,13,1,0,1,258,0
S00598,Basic,Healthcare,7,73.76,9,1,10,0,20,1
S00599,Pro,SaaS,1,68.44,15,1,0,1,187,0
S00600,Basic,Retail,6,94.81,6,4,20,1,286,1
S00601,Pro,Retail,3,85.64,15,1,0,1,284,0
S00602,Pro,Manufacturing,3,83.77,8,0,0,1,203,0
S00603,Basic,Manufacturing,4,56.85,3,1,20,0,35,1
S00604,Enterprise,Healthcare,7,242.58,17,2,0,1,174,0
S00605,Pro,Retail,3,76.74,12,2,0,0,151,0
S00606,Enterprise,Manufacturing,3,206.1,10,0,0,1,289,0
S00607,Pro,SaaS,3,78.62,13,5,0,1,256,0
S00608,Pro,Healthcare,4,87.35,11,1,10,0,237,0
S00609,Enterprise,Retail,9,224.09,12,1,0,1,164,0
S00610,Pro,Retail,5,82.28,4,0,10,1,231,0
S00611,Enterprise,Retail,10,235.19,20,0,10,1,347,0
S00612,Pro,Retail,2,74.3,12,1,5,1,171,1
S00613,Basic,Retail,2,50.91,10,2,5,1,284,1
S00614,Enterprise,Retail,6,221.29,9,0,0,1,249,0
S00615,Basic,SaaS,12,96.78,5,0,10,1,319,0
S00616,Basic,SaaS,5,80.51,5,1,0,0,31,1
S00617,Basic,Manufacturing,4,63.45,6,0,0,0,362,0
S00618,Pro,Healthcare,9,111.54,11,1,0,1,158,0
S00619,Basic,Healthcare,6,91.24,4,1,0,1,172,0
S00620,Basic,SaaS,8,71.9,9,1,10,0,5,1
S00621,Basic,Retail,5,67.74,6,2,30,0,151,1
S00622,Basic,Healthcare,5,61.6,8,3,0,0,80,1
S00623,Basic,Manufacturing,3,63.78,13,2,10,0,330,0
S00624,Enterprise,Healthcare,9,215.66,17,1,10,1,291,0
S00625,Pro,Retail,3,79.52,13,0,20,1,232,0
S00626,Pro,Healthcare,4,92.43,14,1,0,1,183,0
S00627,Pro,SaaS,2,74.88,18,2,5,1,242,0
S00628,Pro,SaaS,3,85.8,13,0,5,1,342,0
S00629,Pro,Manufacturing,4,78.64,12,0,20,1,199,0
S00630,Pro,SaaS,5,88.22,10,0,30,1,214,0
S00631,Pro,Healthcare,4,82.37,13,0,0,1,235,1
S00632,Pro,SaaS,3,88.08,8,1,0,0,95,1
S00633,Enterprise,Retail,2,191.61,15,0,5,1,29,1
S00634,Basic,Manufacturing,5,62.28,5,1,5,1,3,1
S00635,Pro,SaaS,4,94.8,9,1,0,0,81,1
S00636,Basic,Retail,3,56.93,10,1,0,0,67,1
S00637,Basic,SaaS,4,59.62,4,2,0,1,63,1
S00638,Pro,Retail,5,107.1,14,1,5,1,88,1
S00639,Pro,SaaS,6,92.05,14,0,10,0,238,0
S00640,Pro,Retail,7,115.34,12,0,0,1,315,0
S00641,Basic,Retail,2,49.26,12,1,0,1,34,1
S00642,Pro,Manufacturing,3,75.13,15,1,20,1,166,1
S00643,Pro,Retail,2,75.38,6,1,5,1,55,1
S00644,Basic,Retail,7,83.6,6,2,20,0,113,1
S00645,Basic,Healthcare,4,76.03,6,1,10,0,9,1
S00646,Pro,SaaS,2,77.98,9,1,0,0,152,1
S00647,Pro,Retail,3,88.29,14,0,10,0,312,0
S00648,Pro,Healthcare,5,103.92,11,2,0,0,231,0
S00649,Basic,Manufacturing,6,69.77,5,2,0,0,172,0
S00650,Pro,Healthcare,5,105.1,8,2,20,0,241,1
S00651,Basic,Manufacturing,3,57.59,8,2,10,1,162,0
S00652,Pro,SaaS,2,69.83,17,1,0,1,213,0
S00653,Basic,Retail,9,76.67,9,1,10,1,175,1
S00654,Basic,SaaS,2,55.24,7,3,0,0,38,1
S00655,Pro,Manufacturing,3,73.83,11,0,0,1,250,0
S00656,Enterprise,Retail,6,220.29,18,0,5,1,203,0
S00657,Basic,Retail,3,58.05,5,3,5,0,30,1
S00658,Pro,SaaS,6,108.23,12,0,5,1,196,0
S00659,Pro,Retail,5,101.56,9,0,0,1,189,0
S00660,Pro,Healthcare,10,102.61,16,1,5,0,188,1
S00661,Enterprise,Manufacturing,5,201.33,16,0,5,0,318,0
S00662,Pro,SaaS,1,65.77,10,2,20,0,224,0
S00663,Enterprise,SaaS,11,252.6,14,0,5,1,319,0
S00664,Pro,Healthcare,2,76.75,8,1,5,1,59,1
S00665,Basic,Manufacturing,7,95.95,5,1,0,0,246,1
S00666,Basic,Retail,5,84.77,4,2,0,0,48,1
S00667,Basic,Retail,1,43.57,2,1,0,0,109,1
S00668,Basic,SaaS,4,75.95,3,3,0,1,107,1
S00669,Enterprise,Manufacturing,2,196.32,21,0,30,1,146,1
S00670,Basic,Healthcare,5,85.22,13,3,0,0,144,1
S00671,Enterprise,Manufacturing,8,232.75,17,1,0,1,256,0
S00672,Enterprise,SaaS,11,223.67,9,3,0,1,322,0
S00673,Basic,SaaS,5,85.11,4,3,0,0,145,1
S00674,Pro,SaaS,3,80.41,8,2,0,0,30,1
S00675,Basic,Healthcare,1,46.76,7,0,0,0,144,1
S00676,Pro,Healthcare,4,85.02,11,1,5,0,259,1
S00677,Basic,SaaS,5,63.69,8,4,0,0,56,1
S00678,Basic,Retail,2,55.1,6,1,10,1,117,1
S00679,Enterprise,Healthcare,8,232.35,15,1,10,1,230,0
S00680,Basic,SaaS,8,104.12,3,2,20,0,93,1
S00681,Basic,Retail,3,63.85,6,1,5,1,311,0
S00682,Basic,SaaS,5,77.94,5,1,0,0,148,1
S00683,Pro,Manufacturing,4,83.73,10,1,0,1,76,1
S00684,Pro,SaaS,2,69.55,11,0,0,1,7,1
S00685,Basic,SaaS,3,55.58,6,3,0,0,167,0
S00686,Basic,SaaS,5,80.55,5,1,10,0,188,1
S00687,Basic,Manufacturing,4,65.79,5,4,0,0,12,1
S00688,Basic,Manufacturing,2,54.43,14,2,0,0,326,0
S00689,Pro,Retail,2,74.7,11,1,5,1,296,0
S00690,Basic,Healthcare,11,112.42,7,2,20,1,244,1
S00691,Pro,Healthcare,3,88.97,16,2,0,0,252,0
S00692,Pro,Retail,5,87.71,9,1,20,1,338,0
S00693,Basic,Healthcare,5,76.55,5,1,0,0,80,1
S00694,Pro,Healthcare,2,73.62,10,0,5,0,321,0
S00695,Pro,Healthcare,7,97.39,17,0,5,0,299,0
S00696,Pro,Retail,4,90.44,13,1,5,1,105,1
S00697,Pro,Healthcare,7,122.66,15,1,0,1,78,1
S00698,Basic,Healthcare,4,57.49,3,1,5,0,32,1
S00699,Enterprise,SaaS,10,273.17,11,2,30,1,330,0
S00700,Basic,SaaS,3,56.09,5,2,20,0,166,0
S00701,Pro,Retail,2,77.22,19,2,0,0,181,0
S00702,Enterprise,SaaS,5,224.31,17,1,20,1,265,0
S00703,Basic,Manufacturing,4,67.2,9,5,20,0,320,0
S00704,Pro,SaaS,4,98.93,20,1,20,1,226,0
S00705,Basic,Healthcare,3,59.4,7,2,5,1,118,1
S00706,Basic,Retail,4,66.49,7,2,0,1,21,1
S00707,Pro,SaaS,3,75.78,15,1,30,1,198,0
S00708,Basic,Retail,7,78.96,4,3,0,1,69,1
S00709,Pro,Manufacturing,3,73.47,11,1,10,1,150,0
S00710,Pro,Manufacturing,6,107.17,13,1,10,0,293,1
S00711,Pro,Retail,14,123.77,11,1,0,1,77,1
S00712,Basic,SaaS,3,51.89,4,3,20,1,159,0
S00713,Basic,Retail,8,89.34,7,2,5,0,168,0
S00714,Enterprise,Healthcare,10,230.01,20,0,0,1,156,0
S00715,Basic,SaaS,3,67.49,4,2,5,0,46,1
S00716,Pro,Manufacturing,4,85.23,12,0,5,1,163,1
S00717,Pro,SaaS,3,79.71,19,1,0,0,226,0
S00718,Pro,Manufacturing,5,104.84,9,2,10,0,175,0
S00719,Basic,Healthcare,1,44.58,9,2,30,0,83,1
S00720,Pro,Manufacturing,6,107.45,7,0,0,1,90,1
S00721,Basic,Healthcare,3,59.93,8,2,5,0,144,1
S00722,Basic,SaaS,9,93.61,7,2,0,0,157,1
S00723,Basic,Healthcare,8,104.77,2,1,10,0,67,1
S00724,Pro,SaaS,7,115.22,8,0,0,0,187,1
S00725,Basic,Retail,5,84.79,5,1,10,0,168,1
S00726,Pro,Manufacturing,5,84.64,6,2,0,1,191,0
S00727,Basic,Manufacturing,4,60.5,8,2,10,1,206,0
S00728,Pro,Healthcare,2,72.38,15,0,10,0,165,0
S00729,Enterprise,Retail,9,217.82,14,1,0,0,108,1
S00730,Pro,Retail,3,83.34,20,0,0,1,35,1
S00731,Basic,Manufacturing,4,66.87,4,4,0,1,32,1
S00732,Basic,Healthcare,3,56.7,7,1,10,1,171,0
S00733,Basic,Retail,4,56.45,6,2,10,1,53,1
S00734,Basic,Retail,1,45.08,8,0,0,0,10,1
S00735,Pro,Retail,9,128.14,8,0,10,0,12,1
S00736,Pro,Retail,3,87.7,16,2,0,1,261,1
S00737,Basic,Healthcare,2,54.51,4,4,5,0,106,1
S00738,Pro,SaaS,9,115.07,14,0,0,1,185,1
S00739,Basic,Manufacturing,7,71.66,3,1,0,0,75,1
S00740,Pro,Manufacturing,6,93.58,10,1,0,0,301,0
S00741,Basic,Retail,4,70.28,10,0,0,0,340,0
S00742,Pro,Manufacturing,3,86.74,10,0,10,1,273,0
S00743,Basic,Retail,4,57.77,10,1,0,1,161,1
S00744,Pro,Healthcare,3,78.91,12,0,20,0,198,0
S00745,Basic,Manufacturing,2,54.06,9,1,10,0,90,1
S00746,Pro,Manufacturing,2,76.3,15,3,0,0,218,0
S00747,Basic,Healthcare,2,47.64,2,4,0,0,106,1
S00748,Pro,Healthcare,4,80.49,16,2,0,1,295,0
S00749,Basic,Retail,2,57.16,9,1,30,0,81,1
S00750,Basic,Retail,1,48.3,2,2,20,1,132,1
S00751,Enterprise,Manufacturing,7,241.72,26,3,0,1,200,0
S00752,Pro,Retail,4,94.9,13,1,5,1,4,1
S00753,Basic,Retail,3,64.96,6,1,30,0,72,1
S00754,Pro,Healthcare,7,126.42,8,0,10,1,203,1
S00755,Basic,Healthcare,4,74.35,0,4,0,0,113,1
S00756,Basic,Healthcare,1,47.23,8,4,0,0,58,1
S00757,Pro,Retail,2,76.67,6,1,20,0,257,0
S00758,Pro,SaaS,2,77.21,12,2,0,1,223,0
S00759,Basic,Retail,4,59.96,6,4,10,0,147,1
S00760,Enterprise,Retail,7,209.44,15,0,5,1,219,0
S00761,Basic,Manufacturing,4,72.27,5,0,0,0,111,1
S00762,Basic,SaaS,2,55.72,13,1,10,0,162,1
S00763,Enterprise,Manufacturing,5,212.59,20,0,20,0,66,1
S00764,Enterprise,Retail,13,268.06,13,0,0,1,300,0
S00765,Basic,Manufacturing,6,75.48,10,0,0,1,38,1
S00766,Enterprise,Healthcare,6,212.97,11,0,5,1,20,1
S00767,Basic,Healthcare,2,56.29,8,1,30,0,289,0
S00768,Pro,Healthcare,10,120.55,17,1,0,0,310,0
S00769,Enterprise,Retail,9,259.53,10,1,0,1,156,0
S00770,Basic,Retail,2,52.26,5,0,5,1,318,0
S00771,Basic,SaaS,4,61.65,10,3,20,1,215,0
S00772,Enterprise,Healthcare,4,201.78,19,1,0,0,166,1
S00773,Pro,SaaS,3,83.7,17,1,0,1,290,0
S00774,Basic,SaaS,3,65.96,6,1,10,0,95,1
S00775,Pro,SaaS,7,100.16,16,0,30,1,189,0
S00776,Basic,Manufacturing,5,81.84,7,4,0,1,19,1
S00777,Basic,SaaS,3,67.25,7,2,0,1,213,0
S00778,Enterprise,Manufacturing,6,206.48,12,0,20,0,336,0
S00779,Basic,Manufacturing,4,63.89,5,3,0,0,161,1
S00780,Pro,Retail,2,71.15,10,2,5,1,108,1
S00781,Pro,Manufacturing,5,90.11,7,1,0,1,180,0
S00782,Enterprise,SaaS,12,247.83,16,1,10,0,87,1
S00783,Basic,SaaS,4,70.76,6,0,10,0,183,0
S00784,Pro,Retail,4,88.49,11,1,10,0,230,0
S00785,Pro,Manufacturing,5,103.42,9,1,10,1,198,0
S00786,Basic,Manufacturing,5,63.91,8,2,0,0,51,1
S00787,Basic,SaaS,2,49.53,11,0,20,0,360,0
S00788,Pro,SaaS,9,135.79,13,3,0,0,191,1
S00789,Basic,Manufacturing,1,43.06,9,1,0,0,114,1
S00790,Basic,Manufacturing,10,130.61,8,2,0,1,71,1
S00791,Basic,SaaS,11,103.83,4,3,10,0,180,1
S00792,Basic,Manufacturing,2,51.69,8,2,0,1,40,1
S00793,Enterprise,SaaS,17,265.53,17,0,0,0,11,1
S00794,Basic,Healthcare,4,65.6,9,1,0,0,32,1
S00795,Basic,Manufacturing,1,46.56,4,2,0,1,74,1
S00796,Enterprise,SaaS,5,222.94,16,0,0,0,185,1
S00797,Enterprise,Manufacturing,14,261.14,12,1,20,0,170,0
S00798,Pro,Healthcare,2,74.78,11,1,0,0,105,1
S00799,Basic,Retail,3,59.47,6,0,10,1,125,1
S00800,Enterprise,Healthcare,4,203.07,15,0,0,1,340,0
S00801,Enterprise,Healthcare,3,202.71,12,1,20,1,289,0
S00802,Basic,Manufacturing,2,49.14,13,0,0,0,197,1
S00803,Basic,Healthcare,3,60.68,9,3,0,0,243,1
S00804,Basic,Healthcare,5,73.31,4,2,20,0,254,1
S00805,Basic,Manufacturing,7,79.21,9,0,0,0,64,1
S00806,Pro,SaaS,4,98.83,17,2,30,1,330,0
S00807,Basic,Retail,6,68.6,3,1,0,0,150,1
S00808,Pro,Healthcare,2,72.65,10,1,5,0,110,1
S00809,Pro,Healthcare,3,76.33,10,0,0,0,57,1
S00810,Enterprise,Manufacturing,3,198.22,14,1,0,0,268,0
S00811,Pro,Manufacturing,4,86.22,15,1,5,1,285,0
S00812,Basic,Healthcare,6,94.35,7,2,20,0,309,0
S00813,Pro,Healthcare,3,86.49,9,1,0,1,221,0
S00814,Basic,Manufacturing,12,152.03,9,0,10,0,236,0
S00815,Pro,Healthcare,2,76.28,18,1,10,0,292,0
S00816,Enterprise,SaaS,2,191.81,20,0,20,0,329,0
S00817,Basic,Healthcare,5,78.23,3,0,0,0,140,1
S00818,Pro,Healthcare,2,77.22,16,1,5,0,151,0
S00819,Pro,SaaS,8,108.64,9,1,0,1,160,1
S00820,Pro,Retail,2,76.28,14,0,10,1,310,0
S00821,Pro,Retail,2,73.81,14,2,10,0,154,0
S00822,Pro,Retail,1,66.53,15,0,30,1,360,0
S00823,Pro,Healthcare,1,67.61,10,0,10,1,254,0
S00824,Pro,Healthcare,2,69.92,15,0,20,0,288,0
S00825,Pro,Manufacturing,6,100.54,12,2,20,1,203,0
S00826,Pro,Manufacturing,5,94.54,16,0,0,1,179,0
S00827,Pro,SaaS,6,89.67,10,4,0,1,118,1
S00828,Enterprise,Manufacturing,5,216.23,17,1,20,1,269,0
S00829,Basic,Healthcare,2,49.09,6,2,20,0,93,1
S00830,Enterprise,Healthcare,6,215.18,10,3,0,0,105,1
S00831,Pro,Healthcare,12,120.28,12,0,0,0,330,0
S00832,Pro,Retail,6,100.87,15,0,0,1,30,1
S00833,Basic,Healthcare,4,59.41,6,3,0,1,232,1
S00834,Basic,Healthcare,2,53.0,5,1,30,0,243,0
S00835,Pro,Manufacturing,4,85.05,5,0,0,1,240,0
S00836,Basic,Manufacturing,3,52.16,8,0,0,0,201,0
S00837,Basic,Manufacturing,4,70.24,4,1,0,1,25,1
S00838,Pro,Retail,3,88.94,11,1,30,0,119,1
S00839,Pro,Manufacturing,5,102.81,16,2,20,1,219,0
S00840,Pro,Retail,5,105.26,9,0,0,1,219,0
S00841,Basic,Healthcare,9,104.36,5,4,5,0,49,1
S00842,Basic,SaaS,2,51.58,9,3,30,0,295,1
S00843,Enterprise,SaaS,6,205.56,16,1,30,1,343,0
S00844,Basic,SaaS,5,65.11,4,2,10,0,266,1
S00845,Enterprise,SaaS,5,215.37,21,1,10,1,230,0
S00846,Basic,Healthcare,4,76.73,7,3,0,0,28,1
S00847,Basic,SaaS,4,61.55,6,3,0,1,124,1
S00848,Pro,Healthcare,7,119.77,16,0,5,1,274,0
S00849,Basic,Manufacturing,2,47.54,4,2,0,0,139,1
S00850,Enterprise,Manufacturing,15,243.55,10,1,0,1,246,0
S00851,Basic,Healthcare,3,60.16,11,2,20,0,173,1
S00852,Basic,Healthcare,1,44.34,13,2,10,0,303,0
S00853,Basic,SaaS,3,52.08,6,3,0,1,187,1
S00854,Enterprise,Healthcare,4,208.85,13,1,0,1,182,1
S00855,Basic,Manufacturing,2,51.56,7,1,30,0,266,1
S00856,Basic,Manufacturing,2,50.29,5,2,0,0,9,1
S00857,Pro,Retail,2,77.38,20,1,20,1,356,0
S00858,Pro,Manufacturing,4,82.22,19,2,0,0,342,0
S00859,Enterprise,SaaS,3,206.61,19,1,5,0,77,1
S00860,Basic,Retail,4,75.48,11,0,0,1,10,1
S00861,Pro,Retail,4,93.89,9,1,0,0,127,1
S00862,Basic,SaaS,2,48.38,9,1,0,0,2,1
S00863,Pro,Retail,7,106.4,12,0,20,1,329,0
S00864,Pro,Retail,6,88.89,14,1,0,0,11,1
S00865,Basic,Manufacturing,4,68.78,8,1,0,0,175,0
S00866,Pro,SaaS,2,71.73,11,3,0,1,221,0
S00867,Basic,SaaS,5,61.99,9,2,0,1,288,1
S00868,Basic,Manufacturing,2,57.21,6,0,10,0,153,1
S00869,Enterprise,Retail,1,186.57,10,0,20,1,347,0
S00870,Basic,Manufacturing,1,44.15,6,4,0,1,120,1
S00871,Basic,Retail,2,52.95,9,1,5,0,73,1
S00872,Basic,Healthcare,6,85.28,9,2,5,1,209,1
